timestamp,latitude,longitude,altitude,speed
1728201832.000000,46.9290639,7.1190473,,0.701
1728201832.100000,46.9290622,7.1190474,,0.801
1728201832.200000,46.9290621,7.1190475,502.497,0.689
1728201832.300000,46.929063,7.1190481,,0.432
1728201832.400000,46.9290638,7.1190482,,0.266
1728201832.500000,46.9290648,7.1190478,,0.143
1728201832.600000,46.9290655,7.1190484,,0.053
1728201832.700000,46.9290651,7.1190496,,0.142
1728201832.800000,46.9290655,7.1190497,,0.136
1728201832.900000,46.9290654,7.1190502,,0.139
1728201833.000000,46.9290655,7.1190511,,0.198
1728201833.100000,46.9290663,7.1190511,,0.219
1728201833.200000,46.9290674,7.119051,502.544,0.281
1728201833.300000,46.9290684,7.1190523,,0.448
1728201833.400000,46.9290679,7.1190537,,0.5
1728201833.500000,46.9290665,7.1190561,,0.63
1728201833.600000,46.9290657,7.119056,,0.395
1728201833.700000,46.929065,7.1190571,,0.38
1728201833.800000,46.9290664,7.1190571,,0.385
1728201833.900000,46.9290655,7.1190582,,0.361
1728201834.000000,46.9290663,7.1190584,,0.357
1728201834.100000,46.9290665,7.1190593,,0.418
1728201834.200000,46.9290671,7.1190598,502.659,0.4
1728201834.300000,46.9290684,7.1190597,,0.355
1728201834.400000,46.9290697,7.1190606,,0.491
1728201834.500000,46.9290715,7.1190606,,0.553
1728201834.600000,46.9290734,7.1190604,,0.655
1728201834.700000,46.929075,7.1190596,,0.721
1728201834.800000,46.9290752,7.11906,,0.675
1728201834.900000,46.9290754,7.1190602,,0.602
1728201835.000000,46.9290746,7.1190608,,0.447
1728201835.100000,46.9290736,7.1190618,,0.389
1728201835.200000,46.9290733,7.1190621,502.527,0.301
1728201835.300000,46.9290732,7.1190624,,0.274
1728201835.400000,46.9290729,7.1190627,,0.234
1728201835.500000,46.9290735,7.1190637,,0.378
1728201835.600000,46.929075,7.1190635,,0.352
1728201835.700000,46.9290749,7.1190642,,0.319
1728201835.800000,46.9290749,7.1190651,,0.323
1728201835.900000,46.929075,7.1190659,,0.313
1728201836.000000,46.9290758,7.1190663,,0.334
1728201836.100000,46.9290763,7.1190671,,0.35
1728201836.200000,46.929076,7.1190679,502.392,0.326
1728201836.300000,46.9290768,7.1190684,,0.388
1728201836.400000,46.9290779,7.1190688,,0.493
1728201836.500000,46.9290779,7.1190691,,0.413
1728201836.600000,46.9290787,7.1190692,,0.421
1728201836.700000,46.9290785,7.1190698,,0.339
1728201836.800000,46.9290787,7.1190704,,0.333
1728201836.900000,46.9290797,7.1190706,,0.394
1728201837.000000,46.9290802,7.1190712,,0.429
1728201837.100000,46.9290798,7.1190719,,0.383
1728201837.200000,46.9290811,7.1190718,502.079,0.508
1728201837.300000,46.9290809,7.1190713,,0.369
1728201837.400000,46.9290809,7.1190708,,0.23
1728201837.500000,46.9290809,7.1190708,,0.158
1728201837.600000,46.9290811,7.1190708,,0.157
1728201837.700000,46.9290813,7.1190709,,0.159
1728201837.800000,46.9290817,7.1190708,,0.143
1728201837.900000,46.929082,7.1190706,,0.124
1728201838.000000,46.9290817,7.1190709,,0.049
1728201838.100000,46.9290812,7.1190717,,0.09
1728201838.200000,46.9290805,7.1190722,502.46,0.122
1728201838.300000,46.9290787,7.1190736,,0.321
1728201838.400000,46.9290786,7.1190739,,0.35
1728201838.500000,46.9290785,7.119074,,0.332
1728201838.600000,46.9290787,7.119074,,0.294
1728201838.700000,46.929079,7.1190739,,0.272
1728201838.800000,46.9290794,7.1190737,,0.21
1728201838.900000,46.9290799,7.1190735,,0.159
1728201839.000000,46.9290805,7.1190732,,0.11
1728201839.100000,46.92908,7.1190737,,0.142
1728201839.200000,46.9290796,7.1190744,502.276,0.17
1728201839.300000,46.9290793,7.1190746,,0.173
1728201839.400000,46.9290791,7.1190749,,0.177
1728201839.500000,46.9290791,7.1190752,,0.229
1728201839.600000,46.9290791,7.1190751,,0.242
1728201839.700000,46.929079,7.1190753,,0.276
1728201839.800000,46.9290793,7.1190749,,0.257
1728201839.900000,46.9290797,7.1190755,,0.223
1728201840.000000,46.9290798,7.1190757,,0.206
1728201840.100000,46.9290801,7.1190751,,0.191
1728201840.200000,46.9290806,7.1190744,502.175,0.167
1728201840.300000,46.9290819,7.1190739,,0.056
1728201840.400000,46.9290832,7.1190732,,0.054
1728201840.500000,46.929083,7.1190728,,0.084
1728201840.600000,46.9290833,7.1190722,,0.028
1728201840.700000,46.9290834,7.1190721,,0.116
1728201840.800000,46.9290844,7.1190714,,0.221
1728201840.900000,46.9290841,7.1190716,,0.248
1728201841.000000,46.929085,7.1190705,,0.421
1728201841.100000,46.9290855,7.1190697,,0.415
1728201841.200000,46.9290856,7.1190688,502.676,0.469
1728201841.300000,46.9290871,7.1190661,,0.553
1728201841.400000,46.9290876,7.1190645,,0.547
1728201841.500000,46.9290884,7.119063,,0.465
1728201841.600000,46.9290893,7.1190612,,0.485
1728201841.700000,46.9290916,7.1190589,,0.559
1728201841.800000,46.9290931,7.1190573,,0.58
1728201841.900000,46.9290944,7.1190555,,0.653
1728201842.000000,46.9290943,7.1190559,,0.487
1728201842.100000,46.9290937,7.1190557,,0.476
1728201842.200000,46.9290941,7.1190559,502.947,0.383
1728201842.300000,46.9290947,7.1190555,,0.377
1728201842.400000,46.9290947,7.1190556,,0.329
1728201842.500000,46.9290937,7.1190561,,0.264
1728201842.600000,46.929093,7.1190569,,0.173
1728201842.700000,46.9290937,7.1190567,,0.171
1728201842.800000,46.9290957,7.1190557,,0.254
1728201842.900000,46.9290975,7.1190548,,0.347
1728201843.000000,46.9290984,7.119055,,0.368
1728201843.100000,46.9290984,7.1190569,,0.378
1728201843.200000,46.9290983,7.1190574,504.233,0.323
1728201843.300000,46.9290983,7.1190576,,0.264
1728201843.400000,46.9290994,7.1190571,,0.33
1728201843.500000,46.9291013,7.1190558,,0.405
1728201843.600000,46.9291026,7.1190549,,0.446
1728201843.700000,46.9291027,7.1190552,,0.417
1728201843.800000,46.9291025,7.1190558,,0.363
1728201843.900000,46.929103,7.119056,,0.373
1728201844.000000,46.9291031,7.1190562,,0.355
1728201844.100000,46.9291031,7.1190561,,0.336
1728201844.200000,46.9291053,7.1190544,504.347,0.427
1728201844.300000,46.9291055,7.1190544,,0.426
1728201844.400000,46.9291053,7.1190544,,0.375
1728201844.500000,46.9291046,7.1190543,,0.29
1728201844.600000,46.9291041,7.1190541,,0.272
1728201844.700000,46.9291048,7.1190544,,0.259
1728201844.800000,46.9291061,7.1190543,,0.344
1728201844.900000,46.9291076,7.119054,,0.432
1728201845.000000,46.9291086,7.1190537,,0.474
1728201845.100000,46.9291094,7.1190532,,0.478
1728201845.200000,46.9291101,7.1190522,505.051,0.458
1728201845.300000,46.9291104,7.1190505,,0.423
1728201845.400000,46.9291099,7.1190496,,0.399
1728201845.500000,46.9291097,7.119049,,0.32
